country,iso3,region,subregion,year,authority,authority_band,enforcement_capacity,enforcement_capacity_band,information_control,information_control_band,institutional_capacity,institutional_capacity_band,legitimacy,legitimacy_band,resource_concentration,resource_concentration_band,prototype_note
Ethiopia,ETH,Africa,Eastern Africa,1990,41.2,Medium,48.0,Medium,42.1,Medium,31.6,Low,48.1,Medium,54.3,Medium,Synthetic safe prototype data; not factual.
Botswana,BWA,Africa,Southern Africa,2017,53.2,Medium,51.2,Medium,43.3,Medium,41.8,Medium,59.3,Medium,50.2,Medium,Synthetic safe prototype data; not factual.
Botswana,BWA,Africa,Southern Africa,2018,52.9,Medium,51.4,Medium,43.1,Medium,41.9,Medium,59.6,Medium,49.9,Medium,Synthetic safe prototype data; not factual.
Botswana,BWA,Africa,Southern Africa,2019,52.6,Medium,51.2,Medium,43.2,Medium,42.3,Medium,60.2,Medium,50.4,Medium,Synthetic safe prototype data; not factual.
Botswana,BWA,Africa,Southern Africa,2020,52.6,Medium,51.9,Medium,44.9,Medium,41.9,Medium,61.1,Medium,49.1,Medium,Synthetic safe prototype data; not factual.
Botswana,BWA,Africa,Southern Africa,2021,51.6,Medium,51.1,Medium,46.2,Medium,41.7,Medium,61.9,Medium,49.8,Medium,Synthetic safe prototype data; not factual.
Botswana,BWA,Africa,Southern Africa,2022,51.3,Medium,50.0,Medium,47.5,Medium,40.9,Medium,62.4,Medium,50.8,Medium,Synthetic safe prototype data; not factual.
Botswana,BWA,Africa,Southern Africa,2023,50.9,Medium,50.6,Medium,48.0,Medium,40.7,Medium,63.2,Medium,51.2,Medium,Synthetic safe prototype data; not factual.
Botswana,BWA,Africa,Southern Africa,2024,50.4,Medium,52.0,Medium,48.7,Medium,41.4,Medium,64.0,Medium,50.8,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,1990,49.7,Medium,42.0,Medium,49.9,Medium,54.5,Medium,51.0,Medium,55.6,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,1991,50.3,Medium,42.9,Medium,49.8,Medium,54.4,Medium,52.0,Medium,54.6,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,1992,50.4,Medium,44.1,Medium,49.0,Medium,55.6,Medium,52.8,Medium,53.9,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,1993,50.3,Medium,45.1,Medium,48.5,Medium,56.2,Medium,52.7,Medium,53.0,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,1994,50.5,Medium,46.2,Medium,48.8,Medium,56.3,Medium,52.6,Medium,52.0,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,1995,50.0,Medium,46.1,Medium,49.9,Medium,56.0,Medium,52.1,Medium,53.0,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,1996,48.8,Medium,45.5,Medium,50.7,Medium,55.5,Medium,51.7,Medium,54.4,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,1997,46.7,Medium,44.8,Medium,51.9,Medium,55.0,Medium,49.7,Medium,56.1,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,1998,45.6,Medium,44.8,Medium,51.8,Medium,54.3,Medium,48.7,Medium,56.8,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,1999,46.0,Medium,45.1,Medium,51.9,Medium,53.5,Medium,49.6,Medium,57.2,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2000,46.6,Medium,46.0,Medium,51.7,Medium,53.7,Medium,50.1,Medium,57.4,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2001,47.5,Medium,45.4,Medium,51.6,Medium,54.5,Medium,50.1,Medium,57.3,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2002,47.5,Medium,45.5,Medium,51.9,Medium,54.4,Medium,51.1,Medium,57.7,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2003,48.4,Medium,45.0,Medium,51.6,Medium,55.6,Medium,52.3,Medium,58.1,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2004,49.4,Medium,45.1,Medium,51.2,Medium,56.6,Medium,53.0,Medium,57.6,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2005,49.9,Medium,44.8,Medium,49.9,Medium,57.9,Medium,54.8,Medium,57.2,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2006,51.2,Medium,43.9,Medium,49.4,Medium,58.3,Medium,55.4,Medium,57.8,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2007,51.6,Medium,43.9,Medium,49.4,Medium,58.5,Medium,56.4,Medium,57.7,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2008,53.4,Medium,42.1,Medium,49.6,Medium,58.6,Medium,56.9,Medium,57.7,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2009,52.4,Medium,42.9,Medium,49.2,Medium,58.4,Medium,57.3,Medium,57.4,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2010,52.5,Medium,42.7,Medium,48.6,Medium,58.8,Medium,57.4,Medium,56.6,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2011,53.8,Medium,42.4,Medium,48.9,Medium,58.8,Medium,57.9,Medium,56.0,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2012,53.9,Medium,42.3,Medium,47.9,Medium,58.9,Medium,58.2,Medium,56.2,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2013,53.9,Medium,42.6,Medium,48.4,Medium,59.0,Medium,58.1,Medium,55.8,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2014,54.1,Medium,42.5,Medium,48.6,Medium,59.1,Medium,58.0,Medium,55.4,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2015,53.1,Medium,43.3,Medium,48.5,Medium,59.5,Medium,57.8,Medium,54.2,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2016,52.0,Medium,43.8,Medium,49.3,Medium,59.8,Medium,57.5,Medium,54.7,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2017,51.0,Medium,44.1,Medium,49.1,Medium,60.0,Medium,57.3,Medium,54.5,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2018,51.1,Medium,44.3,Medium,49.4,Medium,59.8,Medium,57.1,Medium,53.2,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2019,50.4,Medium,45.0,Medium,49.4,Medium,60.3,Medium,56.0,Medium,52.7,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2020,49.3,Medium,45.5,Medium,49.8,Medium,60.5,Medium,55.9,Medium,52.5,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2021,49.0,Medium,46.6,Medium,49.3,Medium,60.8,Medium,56.6,Medium,52.1,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2022,49.1,Medium,47.1,Medium,49.3,Medium,61.9,Medium,56.4,Medium,52.0,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2023,49.1,Medium,47.8,Medium,50.4,Medium,62.3,Medium,55.8,Medium,51.7,Medium,Synthetic safe prototype data; not factual.
Namibia,NAM,Africa,Southern Africa,2024,48.2,Medium,49.4,Medium,51.2,Medium,63.4,Medium,55.7,Medium,50.9,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,1990,54.9,Medium,49.2,Medium,40.1,Medium,44.1,Medium,44.5,Medium,50.6,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,1991,54.3,Medium,50.1,Medium,41.2,Medium,43.3,Medium,46.5,Medium,51.3,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,1992,53.6,Medium,50.7,Medium,42.1,Medium,43.4,Medium,47.1,Medium,52.1,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,1993,52.8,Medium,50.4,Medium,41.8,Medium,42.7,Medium,47.9,Medium,52.7,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,1994,53.0,Medium,51.5,Medium,42.7,Medium,43.8,Medium,48.7,Medium,52.6,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,1995,54.2,Medium,53.0,Medium,42.4,Medium,44.6,Medium,49.2,Medium,51.7,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,1996,55.2,Medium,53.5,Medium,43.5,Medium,44.3,Medium,49.8,Medium,53.4,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,1997,54.9,Medium,53.6,Medium,44.0,Medium,45.3,Medium,50.7,Medium,54.0,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,1998,54.2,Medium,54.5,Medium,44.7,Medium,46.2,Medium,50.9,Medium,54.4,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,1999,54.4,Medium,54.2,Medium,44.6,Medium,47.6,Medium,50.3,Medium,55.5,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2000,53.9,Medium,54.1,Medium,45.1,Medium,48.5,Medium,50.1,Medium,56.2,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2001,53.7,Medium,53.8,Medium,45.6,Medium,48.8,Medium,49.9,Medium,56.6,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2002,54.9,Medium,53.6,Medium,44.7,Medium,49.6,Medium,49.7,Medium,56.5,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2003,54.7,Medium,52.7,Medium,44.7,Medium,50.5,Medium,50.1,Medium,56.6,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2004,55.2,Medium,52.3,Medium,44.0,Medium,50.4,Medium,50.0,Medium,56.2,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2005,56.2,Medium,52.8,Medium,43.0,Medium,51.9,Medium,51.5,Medium,55.2,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2006,56.5,Medium,52.3,Medium,42.5,Medium,53.5,Medium,51.4,Medium,53.9,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2007,58.2,Medium,51.9,Medium,41.4,Medium,54.3,Medium,50.6,Medium,52.1,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2008,58.9,Medium,51.7,Medium,40.8,Medium,54.6,Medium,49.8,Medium,51.4,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2009,58.5,Medium,51.7,Medium,40.0,Low,54.4,Medium,49.5,Medium,51.0,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2010,58.4,Medium,50.9,Medium,38.9,Low,53.7,Medium,49.0,Medium,49.8,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2011,58.0,Medium,50.7,Medium,37.8,Low,54.3,Medium,48.5,Medium,49.4,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2012,58.0,Medium,50.3,Medium,37.0,Low,54.3,Medium,48.4,Medium,48.3,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2013,57.8,Medium,50.5,Medium,35.8,Low,53.6,Medium,47.5,Medium,47.7,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2014,56.9,Medium,50.5,Medium,37.1,Low,52.8,Medium,47.2,Medium,46.1,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2015,57.2,Medium,50.3,Medium,38.1,Low,53.2,Medium,46.9,Medium,45.5,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2016,56.4,Medium,51.6,Medium,38.4,Low,53.2,Medium,45.4,Medium,44.9,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2017,56.3,Medium,52.1,Medium,38.3,Low,53.2,Medium,45.5,Medium,44.5,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2018,55.8,Medium,52.4,Medium,39.5,Low,52.0,Medium,45.2,Medium,44.3,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2019,55.3,Medium,52.9,Medium,39.6,Low,51.0,Medium,45.0,Medium,45.2,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2020,54.6,Medium,53.4,Medium,41.0,Medium,49.9,Medium,44.3,Medium,45.0,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2021,53.4,Medium,53.4,Medium,41.7,Medium,48.8,Medium,43.4,Medium,45.6,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2022,53.3,Medium,54.1,Medium,42.2,Medium,48.8,Medium,42.9,Medium,45.6,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2023,53.8,Medium,54.5,Medium,43.1,Medium,48.7,Medium,43.7,Medium,47.3,Medium,Synthetic safe prototype data; not factual.
South Africa,ZAF,Africa,Southern Africa,2024,54.2,Medium,55.0,Medium,42.7,Medium,49.1,Medium,44.7,Medium,46.8,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,1990,58.0,Medium,47.5,Medium,52.2,Medium,37.4,Low,45.5,Medium,63.1,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,1991,57.9,Medium,46.5,Medium,52.9,Medium,36.7,Low,45.8,Medium,63.0,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,1992,56.7,Medium,46.3,Medium,53.8,Medium,37.3,Low,45.9,Medium,63.0,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,1993,55.7,Medium,46.1,Medium,53.9,Medium,38.1,Low,45.0,Medium,62.5,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,1994,54.9,Medium,45.9,Medium,54.9,Medium,38.7,Low,44.4,Medium,61.9,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,1995,54.3,Medium,44.6,Medium,56.0,Medium,39.4,Low,43.6,Medium,60.7,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,1996,53.7,Medium,44.9,Medium,56.7,Medium,39.9,Low,43.7,Medium,60.3,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,1997,55.1,Medium,45.2,Medium,57.7,Medium,40.7,Medium,45.0,Medium,60.1,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,1998,55.0,Medium,45.5,Medium,58.2,Medium,42.2,Medium,46.9,Medium,59.4,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,1999,55.6,Medium,45.8,Medium,58.3,Medium,43.3,Medium,48.3,Medium,58.8,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2000,55.7,Medium,45.9,Medium,57.7,Medium,44.2,Medium,49.5,Medium,58.8,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2001,55.8,Medium,45.9,Medium,58.3,Medium,45.1,Medium,50.4,Medium,58.2,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2002,55.6,Medium,46.1,Medium,58.2,Medium,45.5,Medium,51.0,Medium,57.3,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2003,55.8,Medium,46.6,Medium,57.4,Medium,45.5,Medium,51.8,Medium,57.3,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2004,55.6,Medium,47.2,Medium,56.9,Medium,45.9,Medium,52.0,Medium,57.2,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2005,56.0,Medium,47.6,Medium,55.6,Medium,45.4,Medium,51.6,Medium,57.0,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2006,56.4,Medium,48.4,Medium,54.3,Medium,44.5,Medium,52.3,Medium,57.4,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2007,55.8,Medium,48.9,Medium,54.2,Medium,44.6,Medium,52.8,Medium,57.8,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2008,56.2,Medium,49.1,Medium,54.1,Medium,43.8,Medium,53.8,Medium,57.7,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2009,56.2,Medium,50.1,Medium,53.9,Medium,43.8,Medium,53.5,Medium,58.7,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2010,56.4,Medium,50.4,Medium,52.4,Medium,43.0,Medium,53.5,Medium,59.7,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2011,55.5,Medium,50.0,Medium,52.0,Medium,41.6,Medium,52.7,Medium,59.6,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2012,54.6,Medium,49.9,Medium,51.3,Medium,41.6,Medium,52.9,Medium,60.2,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2013,54.8,Medium,51.0,Medium,51.6,Medium,41.4,Medium,53.0,Medium,60.9,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2014,55.6,Medium,52.5,Medium,50.8,Medium,41.7,Medium,53.2,Medium,61.1,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2015,56.2,Medium,52.0,Medium,49.5,Medium,41.0,Medium,52.8,Medium,60.7,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2016,55.8,Medium,52.7,Medium,48.7,Medium,41.2,Medium,52.4,Medium,60.0,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2017,55.0,Medium,52.2,Medium,48.7,Medium,40.8,Medium,51.7,Medium,59.3,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2018,55.7,Medium,52.3,Medium,49.1,Medium,40.7,Medium,51.7,Medium,58.6,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2019,55.3,Medium,51.2,Medium,49.2,Medium,41.2,Medium,51.6,Medium,58.7,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2020,55.5,Medium,50.7,Medium,49.4,Medium,40.7,Medium,51.6,Medium,58.4,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2021,55.4,Medium,50.2,Medium,50.6,Medium,40.9,Medium,51.8,Medium,57.8,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2022,55.9,Medium,51.1,Medium,50.6,Medium,41.8,Medium,51.5,Medium,57.5,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2023,55.6,Medium,50.9,Medium,51.4,Medium,42.5,Medium,51.9,Medium,56.5,Medium,Synthetic safe prototype data; not factual.
Ghana,GHA,Africa,Western Africa,2024,55.4,Medium,50.1,Medium,51.6,Medium,43.7,Medium,52.0,Medium,56.2,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,1990,47.9,Medium,45.2,Medium,48.2,Medium,48.3,Medium,29.0,Low,62.4,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,1991,47.4,Medium,45.2,Medium,49.5,Medium,48.9,Medium,28.4,Low,62.9,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,1992,46.4,Medium,45.5,Medium,50.4,Medium,49.1,Medium,27.3,Low,63.3,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,1993,46.2,Medium,45.2,Medium,50.9,Medium,50.2,Medium,26.7,Low,63.2,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,1994,46.4,Medium,44.5,Medium,50.8,Medium,50.6,Medium,27.4,Low,62.6,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,1995,47.5,Medium,45.3,Medium,51.0,Medium,51.1,Medium,28.1,Low,62.9,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,1996,48.5,Medium,44.8,Medium,51.0,Medium,51.1,Medium,28.7,Low,63.8,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,1997,47.9,Medium,45.0,Medium,50.6,Medium,51.3,Medium,29.8,Low,62.5,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,1998,49.2,Medium,44.5,Medium,50.5,Medium,50.6,Medium,30.2,Low,61.6,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,1999,49.4,Medium,44.4,Medium,50.1,Medium,50.3,Medium,31.1,Low,61.0,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2000,49.1,Medium,44.5,Medium,50.4,Medium,49.4,Medium,31.3,Low,60.9,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2001,49.8,Medium,44.5,Medium,50.0,Medium,49.0,Medium,31.7,Low,60.7,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2002,50.1,Medium,44.1,Medium,50.2,Medium,49.1,Medium,32.3,Low,60.1,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2003,50.1,Medium,44.1,Medium,50.0,Medium,48.5,Medium,33.6,Low,59.8,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2004,50.2,Medium,44.3,Medium,50.1,Medium,48.0,Medium,33.1,Low,59.0,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2005,50.8,Medium,45.9,Medium,49.4,Medium,47.3,Medium,34.7,Low,58.8,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2006,50.1,Medium,46.5,Medium,49.0,Medium,46.5,Medium,34.7,Low,58.2,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2007,48.6,Medium,47.7,Medium,47.8,Medium,47.0,Medium,34.4,Low,58.2,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2008,48.1,Medium,48.9,Medium,48.3,Medium,46.2,Medium,33.7,Low,58.5,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2009,48.7,Medium,49.8,Medium,48.0,Medium,45.9,Medium,33.8,Low,58.6,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2010,47.9,Medium,50.2,Medium,47.8,Medium,46.2,Medium,32.8,Low,58.8,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2011,47.5,Medium,50.7,Medium,47.2,Medium,47.0,Medium,32.5,Low,58.6,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2012,46.2,Medium,51.3,Medium,46.7,Medium,46.9,Medium,31.6,Low,58.1,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2013,45.4,Medium,51.6,Medium,46.5,Medium,47.3,Medium,30.7,Low,58.1,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2014,45.3,Medium,50.8,Medium,47.0,Medium,47.8,Medium,29.6,Low,57.7,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2015,44.8,Medium,50.4,Medium,47.7,Medium,47.8,Medium,28.3,Low,58.6,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2016,43.6,Medium,48.8,Medium,48.2,Medium,48.5,Medium,26.7,Low,59.2,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2017,42.6,Medium,47.3,Medium,48.6,Medium,48.5,Medium,24.5,Low,60.2,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2018,41.4,Medium,46.6,Medium,49.7,Medium,47.8,Medium,22.8,Low,61.0,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2019,41.2,Medium,45.8,Medium,51.0,Medium,47.6,Medium,21.7,Low,61.8,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2020,42.1,Medium,44.0,Medium,51.2,Medium,47.8,Medium,22.3,Low,63.1,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2021,43.7,Medium,43.5,Medium,51.8,Medium,48.5,Medium,21.6,Low,62.8,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2022,44.2,Medium,43.2,Medium,52.9,Medium,49.7,Medium,22.8,Low,62.7,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2023,45.2,Medium,44.0,Medium,52.3,Medium,49.8,Medium,23.1,Low,62.2,Medium,Synthetic safe prototype data; not factual.
Nigeria,NGA,Africa,Western Africa,2024,45.9,Medium,44.9,Medium,52.3,Medium,50.7,Medium,24.6,Low,62.4,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,1990,36.5,Low,42.3,Medium,37.8,Low,35.2,Low,45.2,Medium,43.7,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,1991,38.0,Low,43.2,Medium,39.3,Low,37.2,Low,44.9,Medium,45.2,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,1992,37.7,Low,44.3,Medium,39.5,Low,37.7,Low,45.0,Medium,47.2,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,1993,38.5,Low,44.4,Medium,39.4,Low,37.8,Low,44.1,Medium,48.5,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,1994,38.2,Low,43.5,Medium,39.9,Low,38.0,Low,42.8,Medium,48.5,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,1995,38.3,Low,43.0,Medium,39.5,Low,38.8,Low,42.3,Medium,48.4,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,1996,38.6,Low,43.4,Medium,39.7,Low,38.9,Low,42.4,Medium,48.6,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,1997,39.3,Low,43.2,Medium,38.8,Low,40.0,Low,43.5,Medium,48.0,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,1998,40.4,Medium,43.1,Medium,38.5,Low,41.1,Medium,44.8,Medium,47.6,Medium,Synthetic safe prototype data; not factual.
