country,iso3,region,subregion,year,stress_index,stress_band,state_regime,event_signal,event_type_primary,event_phase,coverage_count,coverage_ratio,confidence_band,synthetic_flag
El Salvador,SLV,Americas,Central America,1990,37.7,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
El Salvador,SLV,Americas,Central America,1991,37.8,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
El Salvador,SLV,Americas,Central America,1992,38.0,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
El Salvador,SLV,Americas,Central America,1993,38.0,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
El Salvador,SLV,Americas,Central America,1994,36.8,Medium,Watch,0.0,Recovery window,recovery,16,0.5,Medium,Yes
El Salvador,SLV,Americas,Central America,1995,37.7,Medium,Watch,0.0,Recovery window,recovery,7,0.219,Low,Yes
El Salvador,SLV,Americas,Central America,1996,36.8,Medium,Watch,0.0,Recovery window,recovery,14,0.438,Medium,Yes
El Salvador,SLV,Americas,Central America,1997,37.2,Medium,Watch,0.0,Recovery window,recovery,12,0.375,Low,Yes
El Salvador,SLV,Americas,Central America,1998,36.8,Medium,Watch,0.0,Recovery window,recovery,12,0.375,Low,Yes
El Salvador,SLV,Americas,Central America,1999,36.3,Medium,Watch,0.0,Recovery window,recovery,12,0.375,Low,Yes
El Salvador,SLV,Americas,Central America,2000,36.1,Medium,Watch,0.0,Recovery window,recovery,13,0.406,Low,Yes
El Salvador,SLV,Americas,Central America,2001,35.6,Medium,Watch,0.0,Baseline,latent,15,0.469,Medium,Yes
El Salvador,SLV,Americas,Central America,2002,36.3,Medium,Watch,0.0,Recovery window,recovery,11,0.344,Low,Yes
El Salvador,SLV,Americas,Central America,2003,35.6,Medium,Watch,0.0,Baseline,latent,14,0.438,Medium,Yes
El Salvador,SLV,Americas,Central America,2004,37.3,Medium,Watch,0.101,Institutional transition,build,12,0.375,Low,Yes
El Salvador,SLV,Americas,Central America,2005,39.8,Medium,Watch,0.267,Institutional transition,active,15,0.469,Medium,Yes
El Salvador,SLV,Americas,Central America,2006,39.4,Medium,Watch,0.162,Institutional transition,active,11,0.344,Low,Yes
El Salvador,SLV,Americas,Central America,2007,37.3,Medium,Watch,0.036,Baseline,latent,17,0.531,Medium,Yes
El Salvador,SLV,Americas,Central America,2008,37.2,Medium,Watch,0.0,Baseline,latent,13,0.406,Low,Yes
El Salvador,SLV,Americas,Central America,2009,37.2,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
El Salvador,SLV,Americas,Central America,2010,36.7,Medium,Watch,0.0,Baseline,latent,15,0.469,Medium,Yes
El Salvador,SLV,Americas,Central America,2011,36.7,Medium,Watch,0.0,Baseline,latent,16,0.5,Medium,Yes
El Salvador,SLV,Americas,Central America,2012,36.5,Medium,Watch,0.0,Baseline,latent,18,0.562,Medium,Yes
El Salvador,SLV,Americas,Central America,2013,36.4,Medium,Watch,0.0,Baseline,latent,18,0.562,Medium,Yes
El Salvador,SLV,Americas,Central America,2014,36.4,Medium,Watch,0.0,Baseline,latent,17,0.531,Medium,Yes
El Salvador,SLV,Americas,Central America,2015,36.1,Medium,Watch,0.0,Baseline,latent,17,0.531,Medium,Yes
El Salvador,SLV,Americas,Central America,2016,35.9,Medium,Watch,0.0,Baseline,latent,16,0.5,Medium,Yes
El Salvador,SLV,Americas,Central America,2017,35.5,Medium,Watch,0.0,Baseline,latent,18,0.562,Medium,Yes
El Salvador,SLV,Americas,Central America,2018,34.8,Low,Stabilizing,0.0,Baseline,latent,21,0.656,Medium,Yes
El Salvador,SLV,Americas,Central America,2019,35.0,Medium,Watch,0.0,Baseline,latent,21,0.656,Medium,Yes
El Salvador,SLV,Americas,Central America,2020,34.6,Low,Stabilizing,0.0,Baseline,latent,19,0.594,Medium,Yes
El Salvador,SLV,Americas,Central America,2021,34.6,Low,Stabilizing,0.0,Baseline,latent,21,0.656,Medium,Yes
El Salvador,SLV,Americas,Central America,2022,34.6,Low,Stabilizing,0.0,Baseline,latent,21,0.656,Medium,Yes
El Salvador,SLV,Americas,Central America,2023,34.3,Low,Stabilizing,0.0,Baseline,latent,21,0.656,Medium,Yes
El Salvador,SLV,Americas,Central America,2024,34.2,Low,Stabilizing,0.0,Baseline,latent,21,0.656,Medium,Yes
Guatemala,GTM,Americas,Central America,1990,38.3,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
Guatemala,GTM,Americas,Central America,1991,38.6,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
Guatemala,GTM,Americas,Central America,1992,37.9,Medium,Watch,0.0,Baseline,latent,15,0.469,Medium,Yes
Guatemala,GTM,Americas,Central America,1993,39.4,Medium,Watch,0.0,Baseline,latent,6,0.188,Low,Yes
Guatemala,GTM,Americas,Central America,1994,38.5,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
Guatemala,GTM,Americas,Central America,1995,38.3,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
Guatemala,GTM,Americas,Central America,1996,37.6,Medium,Watch,0.0,Baseline,latent,15,0.469,Medium,Yes
Guatemala,GTM,Americas,Central America,1997,37.7,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Guatemala,GTM,Americas,Central America,1998,37.4,Medium,Watch,0.0,Baseline,latent,16,0.5,Medium,Yes
Guatemala,GTM,Americas,Central America,1999,37.3,Medium,Watch,0.0,Baseline,latent,15,0.469,Medium,Yes
Guatemala,GTM,Americas,Central America,2000,37.3,Medium,Watch,0.0,Baseline,latent,14,0.438,Medium,Yes
Guatemala,GTM,Americas,Central America,2001,37.2,Medium,Watch,0.0,Baseline,latent,14,0.438,Medium,Yes
Guatemala,GTM,Americas,Central America,2002,37.8,Medium,Watch,0.032,Baseline,latent,13,0.406,Low,Yes
Guatemala,GTM,Americas,Central America,2003,39.6,Medium,Watch,0.158,Information disruption,active,13,0.406,Low,Yes
Guatemala,GTM,Americas,Central America,2004,41.1,Medium,Watch,0.232,Information disruption,active,10,0.312,Low,Yes
Guatemala,GTM,Americas,Central America,2005,41.6,Medium,Watch,0.289,Information disruption,active,14,0.438,Medium,Yes
Guatemala,GTM,Americas,Central America,2006,42.7,Medium,Watch,0.312,Information disruption,active,10,0.312,Low,Yes
Guatemala,GTM,Americas,Central America,2007,42.6,Medium,Watch,0.297,Information disruption,active,15,0.469,Medium,Yes
Guatemala,GTM,Americas,Central America,2008,42.5,Medium,Watch,0.257,Information disruption,active,13,0.406,Low,Yes
Guatemala,GTM,Americas,Central America,2009,41.3,Medium,Watch,0.19,Information disruption,active,14,0.438,Medium,Yes
Guatemala,GTM,Americas,Central America,2010,40.0,Medium,Watch,0.144,Information disruption,build,17,0.531,Medium,Yes
Guatemala,GTM,Americas,Central America,2011,39.6,Medium,Watch,0.098,Information disruption,build,12,0.375,Low,Yes
Guatemala,GTM,Americas,Central America,2012,36.4,Medium,Watch,0.0,Baseline,latent,19,0.594,Medium,Yes
Guatemala,GTM,Americas,Central America,2013,35.9,Medium,Watch,0.0,Baseline,latent,19,0.594,Medium,Yes
Guatemala,GTM,Americas,Central America,2014,35.2,Medium,Watch,0.0,Baseline,latent,22,0.688,High,Yes
Guatemala,GTM,Americas,Central America,2015,35.0,Medium,Watch,0.0,Baseline,latent,21,0.656,Medium,Yes
Guatemala,GTM,Americas,Central America,2016,35.0,Medium,Watch,0.0,Baseline,latent,19,0.594,Medium,Yes
Guatemala,GTM,Americas,Central America,2017,34.6,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
Guatemala,GTM,Americas,Central America,2018,35.2,Medium,Watch,0.0,Baseline,latent,16,0.5,Medium,Yes
Guatemala,GTM,Americas,Central America,2019,34.7,Low,Stabilizing,0.0,Baseline,latent,21,0.656,Medium,Yes
Guatemala,GTM,Americas,Central America,2020,34.6,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
Guatemala,GTM,Americas,Central America,2021,34.5,Low,Stabilizing,0.0,Baseline,latent,21,0.656,Medium,Yes
Guatemala,GTM,Americas,Central America,2022,33.6,Low,Stabilizing,0.0,Baseline,latent,25,0.781,High,Yes
Guatemala,GTM,Americas,Central America,2023,33.8,Low,Stabilizing,0.0,Baseline,latent,21,0.656,Medium,Yes
Guatemala,GTM,Americas,Central America,2024,33.5,Low,Stabilizing,0.0,Baseline,latent,24,0.75,High,Yes
Honduras,HND,Americas,Central America,1990,40.7,Medium,Watch,0.0,Baseline,latent,13,0.406,Low,Yes
Honduras,HND,Americas,Central America,1991,40.8,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Honduras,HND,Americas,Central America,1992,41.0,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
Honduras,HND,Americas,Central America,1993,41.2,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
Honduras,HND,Americas,Central America,1994,41.0,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
Honduras,HND,Americas,Central America,1995,40.5,Medium,Watch,0.0,Baseline,latent,16,0.5,Medium,Yes
Honduras,HND,Americas,Central America,1996,41.9,Medium,Watch,0.0,Baseline,latent,4,0.125,Low,Yes
Honduras,HND,Americas,Central America,1997,40.0,Medium,Watch,0.0,Baseline,latent,16,0.5,Medium,Yes
Honduras,HND,Americas,Central America,1998,40.1,Medium,Watch,0.0,Baseline,latent,15,0.469,Medium,Yes
Honduras,HND,Americas,Central America,1999,39.9,Medium,Watch,0.0,Baseline,latent,15,0.469,Medium,Yes
Honduras,HND,Americas,Central America,2000,40.7,Medium,Watch,0.046,Baseline,latent,10,0.312,Low,Yes
Honduras,HND,Americas,Central America,2001,42.9,Medium,Watch,0.208,Fiscal shock,active,14,0.438,Medium,Yes
Honduras,HND,Americas,Central America,2002,46.3,Medium,Watch,0.343,Fiscal shock,active,6,0.188,Low,Yes
Honduras,HND,Americas,Central America,2003,44.1,Medium,Watch,0.208,Fiscal shock,active,13,0.406,Low,Yes
Honduras,HND,Americas,Central America,2004,41.6,Medium,Watch,0.046,Baseline,latent,14,0.438,Medium,Yes
Honduras,HND,Americas,Central America,2005,40.7,Medium,Watch,0.0,Baseline,latent,15,0.469,Medium,Yes
Honduras,HND,Americas,Central America,2006,40.7,Medium,Watch,0.0,Baseline,latent,14,0.438,Medium,Yes
Honduras,HND,Americas,Central America,2007,39.8,Medium,Watch,0.0,Baseline,latent,16,0.5,Medium,Yes
Honduras,HND,Americas,Central America,2008,40.3,Medium,Watch,0.032,Baseline,latent,16,0.5,Medium,Yes
Honduras,HND,Americas,Central America,2009,42.0,Medium,Watch,0.142,Information disruption,build,16,0.5,Medium,Yes
Honduras,HND,Americas,Central America,2010,43.8,Medium,Watch,0.233,Information disruption,active,17,0.531,Medium,Yes
Honduras,HND,Americas,Central America,2011,42.6,Medium,Watch,0.142,Information disruption,build,18,0.562,Medium,Yes
Honduras,HND,Americas,Central America,2012,42.1,Medium,Watch,0.096,Fiscal shock,build,16,0.5,Medium,Yes
Honduras,HND,Americas,Central America,2013,42.1,Medium,Watch,0.095,Fiscal shock,build,16,0.5,Medium,Yes
Honduras,HND,Americas,Central America,2014,42.6,Medium,Watch,0.126,Fiscal shock,build,18,0.562,Medium,Yes
Honduras,HND,Americas,Central America,2015,42.8,Medium,Watch,0.148,Fiscal shock,build,15,0.469,Medium,Yes
Honduras,HND,Americas,Central America,2016,43.2,Medium,Watch,0.157,Fiscal shock,active,15,0.469,Medium,Yes
Honduras,HND,Americas,Central America,2017,43.0,Medium,Watch,0.148,Fiscal shock,build,19,0.594,Medium,Yes
Honduras,HND,Americas,Central America,2018,42.7,Medium,Watch,0.126,Fiscal shock,build,18,0.562,Medium,Yes
Honduras,HND,Americas,Central America,2019,41.7,Medium,Watch,0.095,Fiscal shock,build,21,0.656,Medium,Yes
Honduras,HND,Americas,Central America,2020,40.9,Medium,Watch,0.065,Fiscal shock,build,21,0.656,Medium,Yes
Honduras,HND,Americas,Central America,2021,39.9,Medium,Watch,0.0,Baseline,latent,18,0.562,Medium,Yes
Honduras,HND,Americas,Central America,2022,39.0,Medium,Watch,0.0,Baseline,latent,21,0.656,Medium,Yes
Honduras,HND,Americas,Central America,2023,38.9,Medium,Watch,0.0,Baseline,latent,20,0.625,Medium,Yes
Honduras,HND,Americas,Central America,2024,39.0,Medium,Watch,0.0,Baseline,latent,17,0.531,Medium,Yes
Mexico,MEX,Americas,Central America,1990,44.5,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Mexico,MEX,Americas,Central America,1991,44.4,Medium,Watch,0.0,Baseline,latent,13,0.406,Low,Yes
Mexico,MEX,Americas,Central America,1992,45.1,Medium,Watch,0.0,Baseline,latent,8,0.25,Low,Yes
Mexico,MEX,Americas,Central America,1993,44.4,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Mexico,MEX,Americas,Central America,1994,44.5,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Mexico,MEX,Americas,Central America,1995,44.3,Medium,Watch,0.0,Baseline,latent,13,0.406,Low,Yes
Mexico,MEX,Americas,Central America,1996,44.9,Medium,Watch,0.0,Baseline,latent,8,0.25,Low,Yes
Mexico,MEX,Americas,Central America,1997,44.5,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Mexico,MEX,Americas,Central America,1998,44.8,Medium,Watch,0.0,Baseline,latent,9,0.281,Low,Yes
Mexico,MEX,Americas,Central America,1999,44.3,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Mexico,MEX,Americas,Central America,2000,44.1,Medium,Watch,0.0,Baseline,latent,15,0.469,Medium,Yes
Mexico,MEX,Americas,Central America,2001,43.8,Medium,Watch,0.0,Baseline,latent,13,0.406,Low,Yes
Mexico,MEX,Americas,Central America,2002,43.4,Medium,Watch,0.0,Baseline,latent,14,0.438,Medium,Yes
Mexico,MEX,Americas,Central America,2003,43.3,Medium,Watch,0.0,Baseline,latent,13,0.406,Low,Yes
Mexico,MEX,Americas,Central America,2004,43.1,Medium,Watch,0.0,Baseline,latent,13,0.406,Low,Yes
Mexico,MEX,Americas,Central America,2005,42.8,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Mexico,MEX,Americas,Central America,2006,42.1,Medium,Watch,0.0,Baseline,latent,15,0.469,Medium,Yes
Mexico,MEX,Americas,Central America,2007,42.4,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Mexico,MEX,Americas,Central America,2008,41.8,Medium,Watch,0.0,Baseline,latent,16,0.5,Medium,Yes
Mexico,MEX,Americas,Central America,2009,41.5,Medium,Watch,0.0,Baseline,latent,16,0.5,Medium,Yes
Mexico,MEX,Americas,Central America,2010,41.4,Medium,Watch,0.0,Baseline,latent,14,0.438,Medium,Yes
Mexico,MEX,Americas,Central America,2011,40.9,Medium,Watch,0.0,Baseline,latent,16,0.5,Medium,Yes
Mexico,MEX,Americas,Central America,2012,41.4,Medium,Watch,0.031,Baseline,latent,17,0.531,Medium,Yes
Mexico,MEX,Americas,Central America,2013,43.1,Medium,Watch,0.141,Institutional transition,build,17,0.531,Medium,Yes
Mexico,MEX,Americas,Central America,2014,45.0,Medium,Watch,0.232,Institutional transition,active,16,0.5,Medium,Yes
Mexico,MEX,Americas,Central America,2015,44.1,Medium,Watch,0.141,Institutional transition,build,16,0.5,Medium,Yes
Mexico,MEX,Americas,Central America,2016,42.1,Medium,Watch,0.031,Baseline,latent,18,0.562,Medium,Yes
Mexico,MEX,Americas,Central America,2017,40.9,Medium,Watch,0.0,Baseline,latent,21,0.656,Medium,Yes
Mexico,MEX,Americas,Central America,2018,40.9,Medium,Watch,0.0,Baseline,latent,19,0.594,Medium,Yes
Mexico,MEX,Americas,Central America,2019,41.4,Medium,Watch,0.026,Baseline,latent,17,0.531,Medium,Yes
Mexico,MEX,Americas,Central America,2020,40.8,Medium,Watch,0.049,Baseline,latent,22,0.688,High,Yes
Mexico,MEX,Americas,Central America,2021,42.0,Medium,Watch,0.071,Governance stress,build,17,0.531,Medium,Yes
Mexico,MEX,Americas,Central America,2022,42.0,Medium,Watch,0.08,Governance stress,build,18,0.562,Medium,Yes
Mexico,MEX,Americas,Central America,2023,41.7,Medium,Watch,0.071,Governance stress,build,20,0.625,Medium,Yes
Mexico,MEX,Americas,Central America,2024,41.4,Medium,Watch,0.049,Baseline,latent,19,0.594,Medium,Yes
Nicaragua,NIC,Americas,Central America,1990,35.9,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Nicaragua,NIC,Americas,Central America,1991,35.5,Medium,Watch,0.0,Baseline,latent,14,0.438,Medium,Yes
Nicaragua,NIC,Americas,Central America,1992,35.1,Medium,Watch,0.0,Baseline,latent,13,0.406,Low,Yes
Nicaragua,NIC,Americas,Central America,1993,35.2,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Nicaragua,NIC,Americas,Central America,1994,35.3,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Nicaragua,NIC,Americas,Central America,1995,35.0,Medium,Watch,0.0,Baseline,latent,14,0.438,Medium,Yes
Nicaragua,NIC,Americas,Central America,1996,35.3,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
Nicaragua,NIC,Americas,Central America,1997,34.9,Low,Stabilizing,0.0,Baseline,latent,14,0.438,Medium,Yes
Nicaragua,NIC,Americas,Central America,1998,34.9,Low,Stabilizing,0.0,Baseline,latent,14,0.438,Medium,Yes
Nicaragua,NIC,Americas,Central America,1999,34.9,Low,Stabilizing,0.0,Baseline,latent,13,0.406,Low,Yes
Nicaragua,NIC,Americas,Central America,2000,34.5,Low,Stabilizing,0.0,Baseline,latent,14,0.438,Medium,Yes
Nicaragua,NIC,Americas,Central America,2001,35.0,Medium,Watch,0.0,Recovery window,recovery,10,0.312,Low,Yes
Nicaragua,NIC,Americas,Central America,2002,34.8,Low,Stabilizing,0.0,Recovery window,recovery,11,0.344,Low,Yes
Nicaragua,NIC,Americas,Central America,2003,34.3,Low,Stabilizing,0.0,Recovery window,recovery,15,0.469,Medium,Yes
Nicaragua,NIC,Americas,Central America,2004,34.0,Low,Stabilizing,0.0,Recovery window,recovery,18,0.562,Medium,Yes
Nicaragua,NIC,Americas,Central America,2005,34.6,Low,Stabilizing,0.0,Recovery window,recovery,13,0.406,Low,Yes
Nicaragua,NIC,Americas,Central America,2006,33.7,Low,Stabilizing,0.0,Recovery window,recovery,19,0.594,Medium,Yes
Nicaragua,NIC,Americas,Central America,2007,34.4,Low,Stabilizing,0.0,Recovery window,recovery,16,0.5,Medium,Yes
Nicaragua,NIC,Americas,Central America,2008,34.7,Low,Stabilizing,0.0,Baseline,latent,14,0.438,Medium,Yes
Nicaragua,NIC,Americas,Central America,2009,34.2,Low,Stabilizing,0.0,Baseline,latent,17,0.531,Medium,Yes
Nicaragua,NIC,Americas,Central America,2010,34.4,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Nicaragua,NIC,Americas,Central America,2011,33.6,Low,Stabilizing,0.0,Baseline,latent,18,0.562,Medium,Yes
Nicaragua,NIC,Americas,Central America,2012,34.2,Low,Stabilizing,0.0,Baseline,latent,15,0.469,Medium,Yes
Nicaragua,NIC,Americas,Central America,2013,33.3,Low,Stabilizing,0.0,Baseline,latent,18,0.562,Medium,Yes
Nicaragua,NIC,Americas,Central America,2014,33.0,Low,Stabilizing,0.0,Baseline,latent,19,0.594,Medium,Yes
Nicaragua,NIC,Americas,Central America,2015,33.4,Low,Stabilizing,0.02,Baseline,latent,16,0.5,Medium,Yes
Nicaragua,NIC,Americas,Central America,2016,34.4,Low,Stabilizing,0.088,Information disruption,build,17,0.531,Medium,Yes
Nicaragua,NIC,Americas,Central America,2017,35.4,Medium,Watch,0.146,Information disruption,build,15,0.469,Medium,Yes
Nicaragua,NIC,Americas,Central America,2018,34.3,Low,Stabilizing,0.088,Information disruption,build,17,0.531,Medium,Yes
Nicaragua,NIC,Americas,Central America,2019,33.5,Low,Stabilizing,0.02,Baseline,latent,17,0.531,Medium,Yes
Nicaragua,NIC,Americas,Central America,2020,32.4,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
Nicaragua,NIC,Americas,Central America,2021,32.0,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
Nicaragua,NIC,Americas,Central America,2022,32.3,Low,Stabilizing,0.0,Baseline,latent,18,0.562,Medium,Yes
Nicaragua,NIC,Americas,Central America,2023,31.6,Low,Stabilizing,0.0,Baseline,latent,22,0.688,High,Yes
Nicaragua,NIC,Americas,Central America,2024,31.6,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
Panama,PAN,Americas,Central America,1990,38.3,Medium,Watch,0.0,Baseline,latent,13,0.406,Low,Yes
Panama,PAN,Americas,Central America,1991,38.2,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
Panama,PAN,Americas,Central America,1992,39.7,Medium,Watch,0.03,Baseline,latent,6,0.188,Low,Yes
Panama,PAN,Americas,Central America,1993,40.8,Medium,Watch,0.136,Institutional transition,build,10,0.312,Low,Yes
Panama,PAN,Americas,Central America,1994,42.2,Medium,Watch,0.224,Institutional transition,active,11,0.344,Low,Yes
Panama,PAN,Americas,Central America,1995,41.2,Medium,Watch,0.136,Institutional transition,build,9,0.281,Low,Yes
Panama,PAN,Americas,Central America,1996,39.2,Medium,Watch,0.03,Baseline,latent,12,0.375,Low,Yes
Panama,PAN,Americas,Central America,1997,38.9,Medium,Watch,0.0,Baseline,latent,7,0.219,Low,Yes
Panama,PAN,Americas,Central America,1998,37.8,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Panama,PAN,Americas,Central America,1999,37.4,Medium,Watch,0.0,Baseline,latent,10,0.312,Low,Yes
Panama,PAN,Americas,Central America,2000,36.4,Medium,Watch,0.0,Baseline,latent,16,0.5,Medium,Yes
Panama,PAN,Americas,Central America,2001,36.5,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
Panama,PAN,Americas,Central America,2002,35.5,Medium,Watch,0.0,Baseline,latent,19,0.594,Medium,Yes
Panama,PAN,Americas,Central America,2003,35.7,Medium,Watch,0.0,Baseline,latent,14,0.438,Medium,Yes
Panama,PAN,Americas,Central America,2004,35.2,Medium,Watch,0.0,Baseline,latent,15,0.469,Medium,Yes
Panama,PAN,Americas,Central America,2005,35.0,Medium,Watch,0.0,Baseline,latent,15,0.469,Medium,Yes
Panama,PAN,Americas,Central America,2006,35.1,Medium,Watch,0.0,Baseline,latent,15,0.469,Medium,Yes
Panama,PAN,Americas,Central America,2007,35.0,Medium,Watch,0.0,Baseline,latent,13,0.406,Low,Yes
Panama,PAN,Americas,Central America,2008,34.4,Low,Stabilizing,0.0,Baseline,latent,18,0.562,Medium,Yes
Panama,PAN,Americas,Central America,2009,34.5,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Panama,PAN,Americas,Central America,2010,35.9,Medium,Watch,0.106,Fiscal shock,build,20,0.625,Medium,Yes
Panama,PAN,Americas,Central America,2011,37.2,Medium,Watch,0.156,Fiscal shock,active,16,0.5,Medium,Yes
Panama,PAN,Americas,Central America,2012,38.5,Medium,Watch,0.206,Fiscal shock,active,14,0.438,Medium,Yes
Panama,PAN,Americas,Central America,2013,39.1,Medium,Watch,0.243,Fiscal shock,active,16,0.5,Medium,Yes
Panama,PAN,Americas,Central America,2014,39.1,Medium,Watch,0.257,Fiscal shock,active,20,0.625,Medium,Yes
Panama,PAN,Americas,Central America,2015,39.5,Medium,Watch,0.243,Fiscal shock,active,18,0.562,Medium,Yes
Panama,PAN,Americas,Central America,2016,39.8,Medium,Watch,0.206,Fiscal shock,active,14,0.438,Medium,Yes
Panama,PAN,Americas,Central America,2017,38.5,Medium,Watch,0.156,Fiscal shock,active,18,0.562,Medium,Yes
Panama,PAN,Americas,Central America,2018,37.5,Medium,Watch,0.106,Fiscal shock,build,18,0.562,Medium,Yes
Panama,PAN,Americas,Central America,2019,35.2,Medium,Watch,0.0,Baseline,latent,21,0.656,Medium,Yes
Panama,PAN,Americas,Central America,2020,35.5,Medium,Watch,0.0,Baseline,latent,17,0.531,Medium,Yes
Panama,PAN,Americas,Central America,2021,34.4,Low,Stabilizing,0.0,Baseline,latent,22,0.688,High,Yes
Panama,PAN,Americas,Central America,2022,33.9,Low,Stabilizing,0.0,Baseline,latent,22,0.688,High,Yes
Panama,PAN,Americas,Central America,2023,33.9,Low,Stabilizing,0.0,Baseline,latent,22,0.688,High,Yes
Panama,PAN,Americas,Central America,2024,33.2,Low,Stabilizing,0.0,Baseline,latent,21,0.656,Medium,Yes
Canada,CAN,Americas,Northern America,1990,33.6,Low,Stabilizing,0.0,Baseline,latent,13,0.406,Low,Yes
Canada,CAN,Americas,Northern America,1991,33.6,Low,Stabilizing,0.0,Baseline,latent,12,0.375,Low,Yes
Canada,CAN,Americas,Northern America,1992,33.6,Low,Stabilizing,0.0,Baseline,latent,13,0.406,Low,Yes
Canada,CAN,Americas,Northern America,1993,32.8,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Canada,CAN,Americas,Northern America,1994,32.9,Low,Stabilizing,0.0,Baseline,latent,13,0.406,Low,Yes
Canada,CAN,Americas,Northern America,1995,33.5,Low,Stabilizing,0.0,Baseline,latent,12,0.375,Low,Yes
Canada,CAN,Americas,Northern America,1996,33.2,Low,Stabilizing,0.0,Baseline,latent,13,0.406,Low,Yes
Canada,CAN,Americas,Northern America,1997,33.1,Low,Stabilizing,0.0,Baseline,latent,15,0.469,Medium,Yes
Canada,CAN,Americas,Northern America,1998,32.6,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Canada,CAN,Americas,Northern America,1999,32.3,Low,Stabilizing,0.0,Baseline,latent,17,0.531,Medium,Yes
Canada,CAN,Americas,Northern America,2000,32.6,Low,Stabilizing,0.0,Baseline,latent,13,0.406,Low,Yes
Canada,CAN,Americas,Northern America,2001,32.2,Low,Stabilizing,0.0,Baseline,latent,15,0.469,Medium,Yes
Canada,CAN,Americas,Northern America,2002,32.9,Low,Stabilizing,0.0,Baseline,latent,11,0.344,Low,Yes
Canada,CAN,Americas,Northern America,2003,32.7,Low,Stabilizing,0.0,Baseline,latent,14,0.438,Medium,Yes
Canada,CAN,Americas,Northern America,2004,32.2,Low,Stabilizing,0.0,Baseline,latent,19,0.594,Medium,Yes
Canada,CAN,Americas,Northern America,2005,31.4,Low,Stabilizing,0.0,Baseline,latent,22,0.688,High,Yes
Canada,CAN,Americas,Northern America,2006,32.7,Low,Stabilizing,0.0,Baseline,latent,13,0.406,Low,Yes
Canada,CAN,Americas,Northern America,2007,32.5,Low,Stabilizing,0.0,Baseline,latent,18,0.562,Medium,Yes
Canada,CAN,Americas,Northern America,2008,32.7,Low,Stabilizing,0.0,Baseline,latent,15,0.469,Medium,Yes
Canada,CAN,Americas,Northern America,2009,34.6,Low,Stabilizing,0.148,Governance stress,build,16,0.5,Medium,Yes
Canada,CAN,Americas,Northern America,2010,37.1,Medium,Watch,0.276,Governance stress,active,14,0.438,Medium,Yes
Canada,CAN,Americas,Northern America,2011,39.6,Medium,Watch,0.402,Governance stress,active,16,0.5,Medium,Yes
Canada,CAN,Americas,Northern America,2012,41.4,Medium,Watch,0.455,Governance stress,active,14,0.438,Medium,Yes
Canada,CAN,Americas,Northern America,2013,41.0,Medium,Watch,0.402,Governance stress,active,18,0.562,Medium,Yes
Canada,CAN,Americas,Northern America,2014,39.7,Medium,Watch,0.276,Governance stress,active,15,0.469,Medium,Yes
Canada,CAN,Americas,Northern America,2015,37.9,Medium,Watch,0.148,Governance stress,build,13,0.406,Low,Yes
